Timestamp,Actual Az.,Actual El.,Commanded Az.,Commanded El.,Autotrack Status,Antenna Control Unit Selected Rcvr Strength (dB),Antenna Control Unit X-Band Strength (dB),Antenna Control Unit S-LHC Strength (dB),Antenna Control Unit S-RHC Strength (dB),Antenna Control Unit Rcvr 4 Strength (dB),S-Band LHCP VTR Tracking Receiver  Strength (dB),S-Band RHCP VTR Tracking Receiver  Strength (dB),Cortex CRT-XL 1 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 1 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 1 TMUB Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 2 TMUB Eb/N0 Strength (dB),S-Band LHCP VTR Tracking Receiver Status,S-Band RHCP VTR Tracking Receiver Status,Cortex CRT-XL 1 IFR1 PLL Status,Cortex CRT-XL 1 IFR1 Bit Sync,Cortex CRT-XL 1 IFR2 PLL Status,Cortex CRT-XL 1 IFR2 Bit Sync,Cortex CRT-XL 1 IFR3 PLL Status,Cortex CRT-XL 1 TMUA PSK Demod,Cortex CRT-XL 1 TMUA Frame Sync,Cortex CRT-XL 1 TMUA Viterbi,Cortex CRT-XL 1 TMUB PSK Demod,Cortex CRT-XL 1 TMUB Bit Sync,Cortex CRT-XL 1 TMUB Frame Sync,Cortex CRT-XL 1 TMUB Viterbi,Cortex CRT-XL 2 IFR1 PLL Status,Cortex CRT-XL 2 IFR1 Bit Sync,Cortex CRT-XL 2 IFR2 PLL Status,Cortex CRT-XL 2 IFR2 Bit Sync,Cortex CRT-XL 2 IFR3 PLL Status,Cortex CRT-XL 2 TMUA PSK Demod,Cortex CRT-XL 2 TMUA Frame Sync,Cortex CRT-XL 2 TMUA Viterbi,Cortex CRT-XL 2 TMUB PSK Demod,Cortex CRT-XL 2 TMUB Bit Sync,Cortex CRT-XL 2 TMUB Frame Sync,Cortex CRT-XL 2 TMUB Viterbi,PTP 1 Input 1 Status,PTP 1 Input 2 Status,PTP 1 Input 3 Status,PTP 1 Input 4 Status,PTP 1 Input 5 Status,PTP 2 Input 1 Status,PTP 2 Input 2 Status,PTP 2 Input 3 Status,PTP 2 Input 4 Status,PTP 2 Input 5 Status,Antenna Control Unit Selected Rcvr Strength (dBm),Antenna Control Unit X-Band Strength (dBm),Antenna Control Unit S-LHC Strength (dBm),Antenna Control Unit S-RHC Strength (dBm),Antenna Control Unit Rcvr 4 Strength (dBm),S-Band LHCP VTR Tracking Receiver Strength (dBm),S-Band RHCP VTR Tracking Receiver Strength (dBm),Cortex CRT-XL 1 IFR1 IF Level Strength (dBm),Cortex CRT-XL 1 IFR2 IF Level Strength (dBm),Cortex CRT-XL 1 IFR3 IF Level Strength (dBm),Cortex CRT-XL 2 IFR1 IF Level Strength (dBm),Cortex CRT-XL 2 IFR2 IF Level Strength (dBm),Cortex CRT-XL 2 IFR3 IF Level Strength (dBm)
2024 235 23:10:27,  21.742, 63.733,313.737,  0.000,0,  0.1,  0.3, -5.0,  0.1,  0.0, -0.0, -0.0, -128.0, -128.0, -26.8, -128.0, -11.9, -23.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -106.9, -106.7, -112.1, -106.9, -107.0, -129.0, -129.0, -128.0, -128.0, -96.5, -128.0, -69.4, -128.0
2024 235 23:10:28,  14.844, 57.038,313.737,  0.000,0,  0.0,  0.3, -5.2,  0.0,  0.0, -0.0, -0.0, -11.9, -20.5, -27.3, -128.0, -128.0, -26.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -107.0, -106.7, -112.2, -107.0, -107.0, -129.0, -129.0, -63.0, -62.9, -128.0, -128.0, -128.0, -128.0
2024 235 23:10:29,   7.721, 50.442,313.737,  0.000,0,  0.0,  0.3, -5.1,  0.0,  0.0, -0.0, -0.0, -128.0, -128.0, -26.1, -19.1, -128.0, -26.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -107.0, -106.7, -112.2, -107.0, -107.0, -129.0, -129.0, -128.0, -128.0, -96.1, -58.2, -128.0, -128.0
2024 235 23:10:30,   0.427, 43.943,313.737,  0.000,0,  0.0,  0.3, -5.2,  0.0,  0.0, -0.0, -0.0, -128.0, -128.0, -27.4, -128.0, -128.0, -17.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -107.0, -106.7, -112.2, -107.0, -107.0, -129.0, -129.0, -128.0, -128.0, -128.0, -128.0, -128.0, -128.0
2024 235 23:10:31, 353.001, 37.529,313.737,  0.000,0,  0.0,  0.4, -5.2,  0.0,  0.0, -0.0, -0.0, -26.0, -128.0, -26.8, -128.0, -22.3, -26.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -107.0, -106.6, -112.2, -107.0, -107.0, -129.0, -129.0, -65.5, -128.0, -95.9, -128.0, -65.8, -128.0
2024 235 23:10:32, 345.467, 31.199,313.737,  0.000,0, -0.1,  0.4, -5.2, -0.1,  0.0, -0.2, -0.2, -26.0,  0.1, -6.1, -128.0, -128.0, -26.7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -107.1, -106.6, -112.3, -107.1, -107.0, -129.2, -129.1, -59.9, -59.4, -98.4, -128.0, -128.0, -128.0
2024 235 23:10:33, 337.848, 24.940,313.737,  0.000,0, -0.0,  0.4, -5.2, -0.0,  0.0, -0.2, -0.2, -128.0, -128.0, -26.3, -19.5, -128.0, -22.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -107.0, -106.6, -112.2, -107.0, -107.0, -129.2, -129.1, -128.0, -128.0, -96.0, -66.6, -128.0, -128.0
2024 235 23:10:34, 330.164, 18.744,313.737,  0.000,0,  0.0,  0.6, -5.1,  0.0,  0.0, -0.2, -0.2, -128.0, -128.0, -23.2, -128.0, -3.5, -26.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -107.0, -106.4, -112.1, -107.0, -107.0, -129.2, -129.1, -128.0, -128.0, -95.5, -128.0, -62.9, -128.0
2024 235 23:10:35, 322.421, 12.602,313.737,  0.000,0, -0.1,  0.8, -5.1, -0.1,  0.0, -0.2, -0.2, -128.0, -26.0, -26.9, -128.0, -128.0, -26.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -107.1, -106.3, -112.1, -107.1, -107.0, -129.2, -129.1, -128.0, -63.4, -95.6, -128.0, -128.0, -128.0
2024 235 23:10:36, 315.372,  6.397,313.737,  0.000,0,  0.2,  1.1, -4.9,  0.2,  0.0, -0.2, -0.2, -3.9, -128.0, -19.3, -26.0, -6.1, -13.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -106.8, -106.0, -111.9, -106.8, -107.0, -129.2, -129.1, -66.6, -128.0, -95.5, -65.0, -66.8, -128.0
2024 235 23:10:37, 313.785,  0.618,313.737,  0.000,0,  1.5,  2.1, -3.2,  1.5,  0.0,  0.0,  0.1, -21.9, -128.0, -26.6, -14.8, -24.2, -27.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -105.6, -104.9, -110.3, -105.6, -107.0, -129.0, -128.9, -57.5, -128.0, -111.1, -57.0, -57.3, -128.0
2024 235 23:10:38, 313.731, -0.028,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  0.0,  0.1, -128.0, -1.4, -128.0, -128.0, -128.0, -26.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -129.0, -128.9, -128.0, -59.8, -96.8, -128.0, -128.0, -128.0
2024 235 23:10:39, 313.736, -0.006,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  0.0,  0.1, -26.0, -128.0, -26.7, -128.0, -128.0, -25.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.8, -104.4, -107.0, -129.0, -128.9, -59.0, -128.0, -99.3, -128.0, -128.0, -128.0
2024 235 23:10:40, 313.737, -0.002,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  0.0,  0.1, -128.0, -128.0, -21.9, -24.5, -8.0, -17.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -129.0, -128.9, -128.0, -128.0, -96.6, -59.9, -60.0, -128.0
2024 235 23:10:41, 313.737, -0.001,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  0.0,  0.1, -128.0, -128.0, -27.1, -128.0, -128.0, -20.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -129.0, -128.9, -128.0, -128.0, -97.8, -128.0, -128.0, -128.0
2024 235 23:10:42, 313.737, -0.001,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -128.0,  6.4, -26.6, -128.0, -6.5, -26.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -59.9, -97.2, -128.0, -59.9, -128.0
2024 235 23:10:43, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -128.0, -4.5, -26.6, -8.8, -22.9, -26.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -58.0, -98.0, -58.1, -57.9, -128.0
2024 235 23:10:44, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -128.0, -128.0, -26.3, -128.0, -128.0, -25.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -101.5, -128.0, -128.0, -128.0
2024 235 23:10:45, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -22.4, -128.0, -22.2, -128.0, -128.0, -26.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -58.9, -128.0, -100.2, -128.0, -128.0, -128.0
2024 235 23:10:46, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -22.1, -26.0, -28.1, -26.0, -19.3, -26.2, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -58.9, -59.1, -131.2, -59.2, -59.1, -128.0
2024 235 23:10:47, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -128.0, -15.2, -26.8, -25.2, -128.0, -24.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -58.1, -103.3, -58.2, -128.0, -128.0
2024 235 23:10:48, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -128.0, -128.0, -27.9, -128.0,  3.3, -24.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -104.0, -128.0, -58.4, -128.0
2024 235 23:10:49, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -128.0, -15.3, -26.6, -128.0, -14.4, -24.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -58.7, -103.1, -128.0, -59.1, -128.0
2024 235 23:10:50, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -13.6, -128.0, -27.1, -128.0, -128.0, -26.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -57.6, -128.0, -104.1, -128.0, -128.0, -128.0
2024 235 23:10:51, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -128.0, -128.0, -26.6, -128.0, -5.4, -26.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -103.3, -128.0, -58.4, -128.0
2024 235 23:10:52, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -128.0, -128.0, -26.5, -128.0, -17.9, -26.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -128.0, -128.0, -58.5, -128.0
2024 235 23:10:53, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -128.0, -128.0, -26.9, -128.0, -128.0, -25.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -105.0, -128.0, -128.0, -128.0
2024 235 23:10:54, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -14.2, -3.9, -24.4, -128.0, -12.9, -21.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -58.1, -58.0, -103.2, -128.0, -58.3, -128.0
2024 235 23:10:55, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -128.0, -128.0, -28.0, -128.0, -128.0, -26.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -113.1, -128.0, -128.0, -128.0
2024 235 23:10:56, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -128.0, -128.0, -24.2, -6.3, -128.0, -26.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -105.5, -57.6, -128.0, -128.0
2024 235 23:10:57, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -128.0, -0.9, -27.1, -11.4, -128.0, -26.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -57.7, -104.3, -57.7, -128.0, -128.0
2024 235 23:10:58, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -4.8, -128.0, -27.0, -128.0, -7.5, -19.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -57.7, -128.0, -105.1, -128.0, -57.8, -128.0
2024 235 23:10:59, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -12.1,  6.2, -26.4, -13.6, -128.0, -26.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.8, -104.4, -107.0, -125.9, -126.6, -57.5, -57.5, -101.4, -57.6, -128.0, -128.0
2024 235 23:11:00, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -128.0, -5.0, -27.9, -128.0, -128.0, -25.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -58.8, -102.1, -128.0, -128.0, -128.0
2024 235 23:11:01, 313.736, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -128.0, -128.0, -26.9, -26.0, -16.1, -19.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -99.3, -58.0, -58.0, -128.0
2024 235 23:11:02, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -128.0, -128.0, -26.6, -128.0, -128.0, -23.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -98.3, -128.0, -128.0, -128.0
2024 235 23:11:03, 313.736, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -128.0, -26.0, -26.7, -128.0, -128.0, -22.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -58.0, -98.7, -128.0, -128.0, -128.0
2024 235 23:11:04, 313.736, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -26.0, -26.0, -26.7, -128.0, -128.0, -24.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -58.1, -58.0, -97.5, -128.0, -128.0, -128.0
2024 235 23:11:05, 313.736, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.1,  2.4, -13.5, -128.0, -28.0, -24.1, -128.0, -19.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -57.5, -128.0, -106.8, -57.6, -128.0, -128.0
2024 235 23:11:06, 313.736, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -128.0, -14.4, -26.7, -128.0, -10.8, -24.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -57.8, -98.1, -128.0, -57.7, -128.0
2024 235 23:11:07, 313.736, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.0,  2.4, -24.4, -11.7, -25.9, -5.1, -15.4, -20.8, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -57.4, -57.4, -97.3, -57.7, -57.3, -128.0
2024 235 23:11:08, 313.736, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.0,  2.4, -128.0, -128.0, -26.9, -20.5, -128.0, -3.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -103.0, -59.0, -128.0, -128.0
2024 235 23:11:09, 313.737, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.0,  2.4, -128.0, -128.0, -27.2, -128.0, -128.0, -24.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -98.5, -128.0, -128.0, -128.0
2024 235 23:11:10, 313.736, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.0,  2.4, -26.0, -5.6, -27.3, -128.0, -128.0, -26.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -59.0, -59.1, -113.3, -128.0, -128.0, -128.0
2024 235 23:11:11, 313.736, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.9,  2.6,  0.0,  3.0,  2.4, -128.0, -13.5, -18.6, -128.0, -128.0, -21.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -59.4, -98.1, -128.0, -128.0, -128.0
2024 235 23:11:12, 313.736, -0.000,313.737,  0.000,0,  2.6,  2.9, -1.8,  2.6,  0.0,  3.1,  2.4, -128.0, -128.0, -26.7, -128.0, -128.0, -26.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104.4, -104.1, -108.9, -104.4, -107.0, -125.9, -126.6, -128.0, -128.0, -97.6, -128.0, -128.0, -128.0
