Timestamp,Actual Az.,Actual El.,Commanded Az.,Commanded El.,Autotrack Status,Antenna Control Unit Selected Rcvr Strength (dB),Antenna Control Unit X-Band Strength (dB),Antenna Control Unit S-LHC Strength (dB),Antenna Control Unit S-RHC Strength (dB),Antenna Control Unit Rcvr 4 Strength (dB),S-Band LHCP VTR Tracking Receiver  Strength (dB),S-Band RHCP VTR Tracking Receiver  Strength (dB),Cortex CRT-XL 1 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 1 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 1 TMUB Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 2 TMUB Eb/N0 Strength (dB),X-Band VTR Tracking Receiver  Strength (dB),Cortex HDR-XXL 1 DMU1 I Eb/N0 Strength (dB),Cortex HDR-XXL 1 DMU1 Q Eb/N0 Strength (dB),Cortex HDR-XXL 2 DMU1 I Eb/N0 Strength (dB),Cortex HDR-XXL 2 DMU1 Q Eb/N0 Strength (dB),S-Band LHCP VTR Tracking Receiver Status,S-Band RHCP VTR Tracking Receiver Status,Cortex CRT-XL 1 IFR1 PLL Status,Cortex CRT-XL 1 IFR1 Bit Sync,Cortex CRT-XL 1 IFR2 PLL Status,Cortex CRT-XL 1 IFR2 Bit Sync,Cortex CRT-XL 1 IFR3 PLL Status,Cortex CRT-XL 1 TMUA PSK Demod,Cortex CRT-XL 1 TMUA Frame Sync,Cortex CRT-XL 1 TMUA Viterbi,Cortex CRT-XL 1 TMUB PSK Demod,Cortex CRT-XL 1 TMUB Bit Sync,Cortex CRT-XL 1 TMUB Frame Sync,Cortex CRT-XL 1 TMUB Viterbi,Cortex CRT-XL 2 IFR1 PLL Status,Cortex CRT-XL 2 IFR1 Bit Sync,Cortex CRT-XL 2 IFR2 PLL Status,Cortex CRT-XL 2 IFR2 Bit Sync,Cortex CRT-XL 2 IFR3 PLL Status,Cortex CRT-XL 2 TMUA PSK Demod,Cortex CRT-XL 2 TMUA Frame Sync,Cortex CRT-XL 2 TMUA Viterbi,Cortex CRT-XL 2 TMUB PSK Demod,Cortex CRT-XL 2 TMUB Bit Sync,Cortex CRT-XL 2 TMUB Frame Sync,Cortex CRT-XL 2 TMUB Viterbi,X-Band VTR Tracking Receiver Status,Cortex HDR-XXL 1 DMU1 Carrier,Cortex HDR-XXL 1 DMU1 Bit Sync,Cortex HDR-XXL 1 DMU1 Bit Sync Q,Cortex HDR-XXL 1 DMU1 Viterbi,Cortex HDR-XXL 1 DMU1 Viterbi Q,Cortex HDR-XXL 1 DMX1 Frame Sync,Cortex HDR-XXL 1 DPU1 Frame Sync,Cortex HDR-XXL 2 DMU1 Carrier,Cortex HDR-XXL 2 DMU1 Bit Sync,Cortex HDR-XXL 2 DMU1 Bit Sync Q,Cortex HDR-XXL 2 DMU1 Viterbi,Cortex HDR-XXL 2 DMU1 Viterbi Q,Cortex HDR-XXL 2 DMX1 Frame Sync,Cortex HDR-XXL 2 DPU1 Frame Sync,PTP 1 Input 1 Status,PTP 1 Input 2 Status,PTP 1 Input 3 Status,PTP 1 Input 4 Status,PTP 1 Input 5 Status,PTP 2 Input 1 Status,PTP 2 Input 2 Status,PTP 2 Input 3 Status,PTP 2 Input 4 Status,PTP 2 Input 5 Status,Antenna Control Unit Selected Rcvr Strength (dBm),Antenna Control Unit X-Band Strength (dBm),Antenna Control Unit S-LHC Strength (dBm),Antenna Control Unit S-RHC Strength (dBm),Antenna Control Unit Rcvr 4 Strength (dBm),S-Band LHCP VTR Tracking Receiver Strength (dBm),S-Band RHCP VTR Tracking Receiver Strength (dBm),Cortex CRT-XL 1 IFR1 IF Level Strength (dBm),Cortex CRT-XL 1 IFR2 IF Level Strength (dBm),Cortex CRT-XL 1 IFR3 IF Level Strength (dBm),Cortex CRT-XL 2 IFR1 IF Level Strength (dBm),Cortex CRT-XL 2 IFR2 IF Level Strength (dBm),Cortex CRT-XL 2 IFR3 IF Level Strength (dBm),X-Band VTR Tracking Receiver Strength (dBm),Cortex HDR-XXL 1 DMU1 IF Level Strength (dBm),Cortex HDR-XXL 2 DMU1 IF Level Strength (dBm)
2024 235 19:12:04, 222.204, 62.705,222.744, 62.883,4, 20.4, 20.4, 25.2, 40.2,  0.0, 28.4, 38.4, 17.9, 19.5, -5.8, 17.9, 19.5, -5.8, 21.4, 12.1, 15.2, 12.9, 16.0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -86.6, -86.6, -81.8, -66.8, -107.0, -106.6, -90.6, -49.7, -29.3, -128.0, -49.7, -29.4, -128.0, -97.6, -27.8, -26.5
2024 235 19:12:05, 223.494, 63.204,224.038, 63.385,4, 20.6, 20.6, 24.7, 40.4,  0.0, 28.4, 38.4, 17.7, 19.5, -5.9, 17.8, 19.5, -5.5, 21.4, 12.1, 15.2, 12.8, 15.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -86.4, -86.4, -82.3, -66.6, -107.0, -106.6, -90.6, -49.7, -29.1, -128.0, -49.7, -29.1, -128.0, -97.6, -27.8, -27.0
2024 235 19:12:06, 224.794, 63.709,225.388, 63.877,4, 21.4, 21.4, 23.1, 40.4, -0.0, 28.4, 38.4, 17.6, 19.5, -5.7, 17.7, 19.5, -5.6, 21.4, 12.1, 15.2, 12.8, 15.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -85.6, -85.6, -83.9, -66.6, -107.0, -106.6, -90.6, -50.5, -28.9, -128.0, -50.7, -29.0, -128.0, -97.6, -27.8, -27.0
2024 235 19:12:07, 226.212, 64.186,226.797, 64.360,4, 22.1, 22.1, 22.1, 40.1, -0.0, 22.6, 39.5, 17.1, 19.5, -5.6, 17.1, 19.5, -5.7, 21.7, 12.1, 15.2, 12.8, 15.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.9, -84.9, -84.9, -66.9, -107.0, -112.4, -89.5, -52.0, -29.0, -128.0, -52.1, -29.1, -128.0, -97.3, -27.8, -27.0
2024 235 19:12:08, 227.655, 64.666,228.266, 64.831,4, 21.4, 21.4, 23.3, 39.8,  0.0, 22.6, 39.5, 16.5, 19.5, -5.7, 16.6, 19.5, -5.6, 21.7, 12.1, 15.2, 12.8, 15.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -85.6, -85.6, -83.7, -67.2, -107.0, -112.4, -89.5, -51.8, -29.3, -128.0, -51.8, -29.4, -128.0, -97.3, -27.8, -27.0
2024 235 19:12:09, 229.150, 65.124,229.797, 65.291,4, 21.5, 21.5, 24.7, 39.2,  0.0, 22.6, 39.5, 17.3, 19.5, -5.6, 17.3, 19.5, -5.7, 21.7, 13.3, 16.3, 12.8, 15.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -85.5, -85.5, -82.3, -67.8, -107.0, -112.4, -89.5, -50.1, -29.9, -128.0, -50.2, -29.9, -128.0, -97.3, -26.9, -27.0
2024 235 19:12:10, 230.696, 65.581,231.392, 65.737,4, 22.1, 22.1, 25.1, 38.9,  0.0, 22.6, 39.5, 17.7, 19.5, -5.6, 17.7, 19.5, -5.4, 21.7, 13.3, 16.3, 13.8, 16.9, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.9, -84.9, -82.0, -68.1, -107.0, -112.4, -89.5, -49.6, -30.3, -128.0, -49.7, -30.3, -128.0, -97.3, -26.9, -25.9
2024 235 19:12:11, 232.362, 66.012,233.052, 66.169,4, 22.8, 22.8, 26.3, 38.8,  0.0, 22.6, 39.5, 17.8, 19.5, -5.6, 17.8, 19.5, -5.4, 21.7, 13.3, 16.3, 13.8, 16.9, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.3, -84.3, -80.7, -68.3, -107.0, -112.4, -89.5, -49.1, -30.5, -128.0, -49.1, -30.6, -128.0, -97.3, -26.9, -25.9
2024 235 19:12:12, 234.055, 66.445,234.779, 66.584,4, 22.2, 22.2, 27.9, 39.0,  0.0, 26.7, 37.9, 18.1, 19.5, -5.4, 18.1, 19.5, -5.3, 22.1, 13.3, 16.3, 13.8, 16.9, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.8, -84.8, -79.1, -68.0, -107.0, -108.4, -91.1, -47.7, -30.4, -128.0, -47.7, -30.5, -128.0, -96.9, -26.9, -25.9
2024 235 19:12:13, 235.841, 66.838,236.573, 66.981,4, 22.2, 22.2, 28.9, 39.4,  0.0, 26.7, 37.9, 18.4, 19.5, -5.5, 18.5, 19.6, -5.6, 22.1, 13.3, 16.3, 13.8, 16.9, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.8, -84.8, -78.1, -67.6, -107.0, -108.4, -91.1, -46.3, -30.1, -128.0, -46.3, -30.1, -128.0, -96.9, -26.9, -25.9
2024 235 19:12:14, 237.673, 67.229,238.435, 67.360,4, 23.2, 23.2, 29.0, 39.9,  0.0, 26.7, 37.9, 18.5, 19.5, -5.5, 18.6, 19.5, -5.6, 22.1, 12.9, 15.9, 13.8, 16.9, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -83.9, -83.9, -78.0, -67.1, -107.0, -108.4, -91.1, -45.9, -29.7, -128.0, -45.9, -29.7, -128.0, -96.9, -25.9, -25.9
2024 235 19:12:15, 239.517, 67.589,240.365, 67.717,4, 22.4, 22.4, 28.2, 40.4,  0.0, 26.7, 37.9, 18.4, 19.5, -5.6, 18.5, 19.6, -5.6, 22.1, 12.9, 15.9, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.6, -84.6, -78.8, -66.6, -107.0, -108.4, -91.1, -46.3, -29.2, -128.0, -46.3, -29.2, -128.0, -96.9, -25.9, -25.0
2024 235 19:12:16, 241.527, 67.935,242.361, 68.052,4, 22.6, 22.6, 26.7, 40.7,  0.0, 26.7, 37.9, 18.3, 19.5, -5.5, 18.4, 19.6, -5.4, 22.1, 12.9, 15.9, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.4, -84.4, -80.3, -66.3, -107.0, -108.4, -91.1, -47.5, -28.8, -128.0, -47.4, -28.9, -128.0, -96.9, -25.9, -25.0
2024 235 19:12:17, 243.558, 68.259,244.423, 68.364,4, 23.2, 23.2, 24.5, 40.6, -0.0, 26.6, 39.7, 17.9, 19.5, -5.7, 17.9, 19.5, -5.6, 22.8, 12.9, 15.9, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -83.8, -83.8, -82.5, -66.4, -107.0, -108.4, -89.3, -49.3, -28.8, -128.0, -49.4, -28.8, -128.0, -96.2, -25.9, -25.0
2024 235 19:12:18, 245.867, 68.578,246.762, 68.677,4, 23.0, 23.0, 22.0, 40.6, -0.0, 26.6, 39.7, 17.6, 19.5, -5.4, 17.7, 19.5, -5.5, 22.8, 12.9, 15.9, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.0, -84.0, -85.0, -66.5, -107.0, -108.4, -89.3, -51.3, -28.8, -128.0, -51.4, -28.8, -128.0, -96.2, -25.9, -25.0
2024 235 19:12:19, 247.823, 68.811,248.731, 68.909,4, 23.0, 23.0, 20.2, 40.4,  0.0, 26.6, 39.7, 16.8, 19.5, -5.5, 16.9, 19.5, -5.6, 22.8, 13.5, 16.5, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.0, -84.0, -86.9, -66.6, -107.0, -108.4, -89.3, -53.2, -28.9, -128.0, -53.2, -29.0, -128.0, -96.2, -25.7, -25.0
2024 235 19:12:20, 250.246, 69.076,251.197, 69.162,4, 22.9, 22.9, 18.7, 40.1,  0.0, 26.6, 39.7, 16.1, 19.5, -5.7, 16.2, 19.5, -5.8, 22.8, 13.5, 16.5, 13.7, 16.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.1, -84.1, -88.3, -66.9, -107.0, -108.4, -89.3, -54.9, -29.2, -128.0, -55.0, -29.2, -128.0, -96.2, -25.7, -24.9
2024 235 19:12:21, 252.277, 69.270,253.261, 69.343,4, 23.3, 23.3, 20.8, 39.9, -0.0, 26.6, 39.7, 15.2, 19.5, -5.6, 15.2, 19.5, -5.6, 22.8, 13.5, 16.5, 13.7, 16.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -83.7, -83.7, -86.2, -67.1, -107.0, -108.4, -89.3, -54.6, -29.4, -128.0, -54.8, -29.4, -128.0, -96.2, -25.7, -24.9
2024 235 19:12:22, 254.602, 69.457,255.596, 69.514,4, 23.3, 23.3, 26.0, 39.8,  0.0, 20.7, 39.1, 16.2, 19.4, -5.7, 16.2, 19.5, -5.5, 23.0, 13.5, 16.5, 13.7, 16.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -83.8, -83.8, -81.0, -67.2, -107.0, -114.3, -89.9, -50.2, -29.6, -128.0, -50.2, -29.6, -128.0, -96.0, -25.7, -24.9
2024 235 19:12:23, 256.965, 69.607,257.970, 69.653,4, 23.2, 23.2, 29.7, 39.8, -0.0, 20.7, 39.1, 17.9, 19.4, -5.3, 17.9, 19.5, -5.4, 23.0, 13.5, 16.5, 13.7, 16.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -83.8, -83.8, -77.4, -67.2, -107.0, -114.3, -89.9, -46.3, -29.7, -128.0, -46.3, -29.7, -128.0, -96.0, -25.7, -24.9
2024 235 19:12:24, 259.306, 69.727,260.375, 69.760,4, 22.8, 22.8, 30.9, 39.9,  0.0, 20.7, 39.1, 18.7, 19.5, -5.3, 18.7, 19.5, -5.5, 23.0, 14.1, 17.1, 13.7, 16.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.3, -84.3, -76.2, -67.1, -107.0, -114.3, -89.9, -44.2, -29.4, -128.0, -44.3, -29.5, -128.0, -96.0, -25.9, -24.9
2024 235 19:12:25, 261.800, 69.808,262.803, 69.834,4, 22.6, 22.6, 30.2, 40.1,  0.0, 20.7, 39.1, 19.0, 19.5, -5.0, 19.0, 19.5, -5.1, 23.0, 14.1, 17.1, 14.3, 17.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.4, -84.4, -76.8, -66.9, -107.0, -114.3, -89.9, -44.3, -29.3, -128.0, -44.4, -29.3, -128.0, -96.0, -25.9, -24.8
2024 235 19:12:26, 264.144, 69.869,265.246, 69.874,4, 23.2, 23.2, 27.4, 40.2,  0.0, 20.7, 39.1, 18.8, 19.4, -4.7, 18.9, 19.5, -4.8, 23.0, 14.1, 17.1, 14.3, 17.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -83.9, -83.9, -79.7, -66.8, -107.0, -114.3, -89.9, -46.5, -29.3, -128.0, -46.5, -29.3, -128.0, -96.0, -25.9, -24.8
2024 235 19:12:27, 266.650, 69.889,267.695, 69.881,4, 23.1, 23.1, 22.8, 40.3,  0.0, 24.7, 39.3, 18.1, 19.5, -4.1, 18.2, 19.5, -4.2, 22.9, 14.1, 17.1, 14.3, 17.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -83.9, -83.9, -84.2, -66.7, -107.0, -110.3, -89.7, -50.5, -29.2, -128.0, -50.6, -29.2, -128.0, -96.1, -25.9, -24.8
2024 235 19:12:28, 269.077, 69.884,270.141, 69.853,4, 22.6, 22.6, 20.2, 40.5,  0.0, 24.7, 39.3, 16.3, 19.5, -3.3, 16.4, 19.6, -3.2, 22.9, 14.1, 17.1, 14.3, 17.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.4, -84.4, -86.9, -66.5, -107.0, -110.3, -89.7, -54.1, -29.1, -128.0, -54.1, -29.1, -128.0, -96.1, -25.9, -24.8
2024 235 19:12:29, 271.506, 69.860,272.576, 69.791,4, 23.1, 23.1, 22.1, 40.6, -0.0, 24.7, 39.3, 14.9, 19.5, -1.1, 15.0, 19.5, -1.0, 22.9, 14.2, 17.2, 14.3, 17.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -83.9, -83.9, -84.9, -66.5, -107.0, -110.3, -89.7, -53.2, -29.2, -128.0, -53.1, -29.3, -128.0, -96.1, -25.5, -24.8
2024 235 19:12:30, 273.924, 69.745,274.990, 69.697,4, 23.8, 23.8, 25.0, 40.9,  0.0, 24.7, 39.3, 16.6, 19.4, -1.4, 16.7, 19.4, -1.4, 22.9, 14.2, 17.2, 13.9, 16.9, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -83.2, -83.2, -82.0, -66.2, -107.0, -110.3, -89.7, -50.3, -28.8, -128.0, -50.2, -28.9, -128.0, -96.1, -25.5, -24.6
2024 235 19:12:31, 276.283, 69.630,277.376, 69.569,4, 22.6, 22.6, 26.8, 40.9,  0.0, 24.7, 39.3, 17.9, 19.5, -3.3, 17.9, 19.5, -3.3, 22.9, 14.2, 17.2, 13.9, 16.9, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.4, -84.4, -80.2, -66.1, -107.0, -110.3, -89.7, -48.2, -28.6, -128.0, -48.3, -28.6, -128.0, -96.1, -25.5, -24.6
2024 235 19:12:32, 278.606, 69.479,279.726, 69.409,4, 23.4, 23.4, 27.1, 40.5,  0.0, 26.7, 39.7, 18.4, 19.5, -4.3, 18.4, 19.5, -4.3, 23.0, 14.2, 17.2, 13.9, 16.9, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -83.7, -83.7, -79.9, -66.5, -107.0, -108.3, -89.3, -47.6, -28.8, -128.0, -47.7, -28.9, -128.0, -96.0, -25.5, -24.6
2024 235 19:12:33, 280.982, 69.304,282.033, 69.218,4, 22.6, 22.6, 27.1, 40.0,  0.0, 26.7, 39.7, 18.4, 19.5, -4.7, 18.5, 19.5, -4.9, 23.0, 14.2, 17.2, 13.9, 16.9, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.4, -84.4, -79.9, -67.0, -107.0, -108.3, -89.3, -47.7, -29.2, -128.0, -47.8, -29.3, -128.0, -96.0, -25.5, -24.6
2024 235 19:12:34, 283.234, 69.097,284.291, 68.998,4, 22.5, 22.5, 27.7, 39.4,  0.0, 26.7, 39.7, 18.1, 19.4, -5.2, 18.2, 19.5, -5.4, 23.0, 14.2, 17.3, 13.9, 16.9, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.5, -84.5, -79.3, -67.6, -107.0, -108.3, -89.3, -47.4, -29.9, -128.0, -47.2, -29.9, -128.0, -96.0, -26.0, -24.6
2024 235 19:12:35, 285.497, 68.847,286.495, 68.749,4, 23.4, 23.4, 29.5, 38.9, -0.0, 26.7, 39.7, 18.5, 19.5, -5.3, 18.5, 19.5, -5.1, 23.0, 14.2, 17.3, 14.2, 17.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -83.6, -83.6, -77.5, -68.1, -107.0, -108.3, -89.3, -45.8, -30.4, -128.0, -45.7, -30.3, -128.0, -96.0, -26.0, -24.8
2024 235 19:12:36, 287.867, 68.570,288.852, 68.443,4, 22.6, 22.6, 30.6, 38.6,  0.0, 26.7, 39.7, 18.6, 19.5, -5.2, 18.7, 19.5, -5.3, 23.0, 14.2, 17.3, 14.2, 17.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -84.4, -84.4, -76.4, -68.4, -107.0, -108.3, -89.3, -44.4, -30.7, -128.0, -44.4, -30.8, -128.0, -96.0, -26.0, -24.8
