Timestamp,Actual Az.,Actual El.,Commanded Az.,Commanded El.,Autotrack Status,Antenna Control Unit Selected Rcvr Strength (dB),Antenna Control Unit X-Band Strength (dB),Antenna Control Unit S-LHC Strength (dB),Antenna Control Unit S-RHC Strength (dB),Antenna Control Unit Rcvr 4 Strength (dB),S-Band LHCP VTR Tracking Receiver  Strength (dB),S-Band RHCP VTR Tracking Receiver  Strength (dB),Cortex CRT-XL 1 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 1 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 1 TMUB Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 2 TMUB Eb/N0 Strength (dB),X-Band VTR Tracking Receiver  Strength (dB),Cortex HDR-XXL 1 DMU1 I Eb/N0 Strength (dB),Cortex HDR-XXL 1 DMU1 Q Eb/N0 Strength (dB),Cortex HDR-XXL 2 DMU1 I Eb/N0 Strength (dB),Cortex HDR-XXL 2 DMU1 Q Eb/N0 Strength (dB),S-Band LHCP VTR Tracking Receiver Status,S-Band RHCP VTR Tracking Receiver Status,Cortex CRT-XL 1 IFR1 PLL Status,Cortex CRT-XL 1 IFR1 Bit Sync,Cortex CRT-XL 1 IFR2 PLL Status,Cortex CRT-XL 1 IFR2 Bit Sync,Cortex CRT-XL 1 IFR3 PLL Status,Cortex CRT-XL 1 TMUA PSK Demod,Cortex CRT-XL 1 TMUA Frame Sync,Cortex CRT-XL 1 TMUA Viterbi,Cortex CRT-XL 1 TMUB PSK Demod,Cortex CRT-XL 1 TMUB Bit Sync,Cortex CRT-XL 1 TMUB Frame Sync,Cortex CRT-XL 1 TMUB Viterbi,Cortex CRT-XL 2 IFR1 PLL Status,Cortex CRT-XL 2 IFR1 Bit Sync,Cortex CRT-XL 2 IFR2 PLL Status,Cortex CRT-XL 2 IFR2 Bit Sync,Cortex CRT-XL 2 IFR3 PLL Status,Cortex CRT-XL 2 TMUA PSK Demod,Cortex CRT-XL 2 TMUA Frame Sync,Cortex CRT-XL 2 TMUA Viterbi,Cortex CRT-XL 2 TMUB PSK Demod,Cortex CRT-XL 2 TMUB Bit Sync,Cortex CRT-XL 2 TMUB Frame Sync,Cortex CRT-XL 2 TMUB Viterbi,X-Band VTR Tracking Receiver Status,Cortex HDR-XXL 1 DMU1 Carrier,Cortex HDR-XXL 1 DMU1 Bit Sync,Cortex HDR-XXL 1 DMU1 Bit Sync Q,Cortex HDR-XXL 1 DMU1 Viterbi,Cortex HDR-XXL 1 DMU1 Viterbi Q,Cortex HDR-XXL 1 DMX1 Frame Sync,Cortex HDR-XXL 1 DPU1 Frame Sync,Cortex HDR-XXL 2 DMU1 Carrier,Cortex HDR-XXL 2 DMU1 Bit Sync,Cortex HDR-XXL 2 DMU1 Bit Sync Q,Cortex HDR-XXL 2 DMU1 Viterbi,Cortex HDR-XXL 2 DMU1 Viterbi Q,Cortex HDR-XXL 2 DMX1 Frame Sync,Cortex HDR-XXL 2 DPU1 Frame Sync,PTP 1 Input 1 Status,PTP 1 Input 2 Status,PTP 1 Input 3 Status,PTP 1 Input 4 Status,PTP 1 Input 5 Status,PTP 2 Input 1 Status,PTP 2 Input 2 Status,PTP 2 Input 3 Status,PTP 2 Input 4 Status,PTP 2 Input 5 Status,Antenna Control Unit Selected Rcvr Strength (dBm),Antenna Control Unit X-Band Strength (dBm),Antenna Control Unit S-LHC Strength (dBm),Antenna Control Unit S-RHC Strength (dBm),Antenna Control Unit Rcvr 4 Strength (dBm),S-Band LHCP VTR Tracking Receiver Strength (dBm),S-Band RHCP VTR Tracking Receiver Strength (dBm),Cortex CRT-XL 1 IFR1 IF Level Strength (dBm),Cortex CRT-XL 1 IFR2 IF Level Strength (dBm),Cortex CRT-XL 1 IFR3 IF Level Strength (dBm),Cortex CRT-XL 2 IFR1 IF Level Strength (dBm),Cortex CRT-XL 2 IFR2 IF Level Strength (dBm),Cortex CRT-XL 2 IFR3 IF Level Strength (dBm),X-Band VTR Tracking Receiver Strength (dBm),Cortex HDR-XXL 1 DMU1 IF Level Strength (dBm),Cortex HDR-XXL 2 DMU1 IF Level Strength (dBm)
2024 235 19:08:48, 182.103,  9.814,182.103,  9.814,0, 15.9, 15.9, 13.3, 27.1,  0.0, 10.9, 26.5,  9.0, 18.0, -4.7,  9.1, 18.0, -4.6, 15.5, -9.4, -10.0, -7.3, -5.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -91.1, -91.1, -93.7, -79.9, -107.0, -124.1, -102.5, -61.2, -42.2, -128.0, -61.3, -42.2, -128.0, -103.5, -76.5, -74.4
2024 235 19:08:49, 182.135,  9.917,182.135,  9.918,0, 16.0, 16.0, 14.0, 27.2,  0.0, 10.9, 26.5,  9.7, 18.0, -4.9,  9.8, 18.1, -5.0, 15.5, -9.4, -10.0, -7.3, -5.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -91.0, -91.0, -93.0, -79.8, -107.0, -124.1, -102.5, -60.6, -42.2, -128.0, -60.6, -42.3, -128.0, -103.5, -76.5, -74.4
2024 235 19:08:50, 182.167, 10.022,182.167, 10.022,0, 16.2, 16.2, 14.6, 27.2,  0.0, 13.5, 26.6, 10.5, 18.1, -5.2, 10.6, 18.2, -5.2, 16.0, -9.4, -10.0, -7.3, -5.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -90.8, -90.8, -92.4, -79.8, -107.0, -121.5, -102.4, -59.8, -42.1, -128.0, -59.8, -42.0, -128.0, -103.0, -76.5, -74.4
2024 235 19:08:51, 182.123, 10.198,182.202, 10.137,4, 18.0, 18.0, 15.1, 27.0,  0.0, 13.5, 26.6, 10.5, 18.1, -5.2, 11.6, 18.2, -5.3, 16.0, -9.4, -10.0, -7.3, -5.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -89.0, -89.0, -91.9, -80.0, -107.0, -121.5, -102.4, -59.8, -42.1, -128.0, -59.1, -42.1, -128.0, -103.0, -76.5, -74.4
2024 235 19:08:52, 182.128, 10.287,182.232, 10.232,4, 18.2, 18.2, 15.6, 27.1,  0.0, 13.5, 26.6, 11.9, 18.2, -5.2, 12.0, 18.2, -5.3, 16.0, 10.7, 13.7, -7.3, -5.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.8, -88.8, -91.4, -79.9, -107.0, -121.5, -102.4, -58.7, -42.2, -128.0, -58.7, -42.3, -128.0, -103.0, -30.5, -74.4
2024 235 19:08:53, 182.189, 10.376,182.265, 10.338,4, 18.4, 18.4, 16.2, 27.1,  0.0, 13.5, 26.6, 12.4, 18.1, -5.4, 12.5, 18.1, -5.4, 16.0, 10.7, 13.7,  8.2, 11.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.6, -88.6, -90.8, -79.9, -107.0, -121.5, -102.4, -58.1, -42.2, -128.0, -58.2, -42.2, -128.0, -103.0, -30.5, -29.6
2024 235 19:08:54, 182.221, 10.484,182.298, 10.444,4, 18.4, 18.4, 16.6, 27.2,  0.0, 13.5, 26.6, 12.8, 18.2, -5.5, 12.9, 18.1, -5.5, 16.0, 10.7, 13.7,  8.2, 11.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.6, -88.6, -90.4, -79.8, -107.0, -121.5, -102.4, -58.0, -42.2, -128.0, -57.9, -42.2, -128.0, -103.0, -30.5, -29.6
2024 235 19:08:55, 182.255, 10.605,182.335, 10.562,4, 18.4, 18.4, 16.9, 27.1,  0.0, 16.3, 26.5, 12.9, 18.1, -5.6, 12.9, 18.2, -5.3, 18.3, 10.7, 13.7,  8.2, 11.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.6, -88.6, -90.1, -79.9, -107.0, -118.8, -102.5, -57.5, -42.2, -128.0, -57.5, -42.2, -128.0, -100.8, -30.5, -29.6
2024 235 19:08:56, 182.294, 10.712,182.369, 10.670,4, 18.5, 18.5, 17.3, 27.2,  0.0, 16.3, 26.5, 12.9, 18.1, -5.6, 13.1, 18.2, -5.5, 18.3, 10.7, 13.7,  8.2, 11.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.5, -88.5, -89.8, -79.8, -107.0, -118.8, -102.5, -57.5, -42.2, -128.0, -57.2, -42.2, -128.0, -100.8, -30.5, -29.6
2024 235 19:08:57, 182.324, 10.806,182.399, 10.768,4, 18.6, 18.6, 17.5, 27.2,  0.0, 16.3, 26.5, 12.9, 18.1, -5.6, 13.4, 18.3, -5.6, 18.3, 11.7, 14.7,  8.2, 11.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.5, -88.5, -89.5, -79.8, -107.0, -118.8, -102.5, -57.5, -42.2, -128.0, -56.9, -42.1, -128.0, -100.8, -30.3, -29.6
2024 235 19:08:58, 182.359, 10.916,182.434, 10.877,4, 18.7, 18.7, 18.0, 27.3,  0.0, 16.3, 26.5, 13.6, 18.2, -5.6, 13.6, 18.2, -5.5, 18.3, 11.7, 14.7, 11.8, 14.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.3, -88.3, -89.0, -79.7, -107.0, -118.8, -102.5, -56.3, -42.0, -128.0, -56.5, -42.0, -128.0, -100.8, -30.3, -29.4
2024 235 19:08:59, 182.393, 11.031,182.469, 10.987,4, 18.7, 18.7, 18.2, 27.3,  0.0, 16.3, 26.5, 13.6, 18.2, -5.6, 13.8, 18.2, -5.6, 18.3, 11.7, 14.7, 11.8, 14.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.3, -88.3, -88.8, -79.7, -107.0, -118.8, -102.5, -56.3, -42.0, -128.0, -56.2, -42.1, -128.0, -100.8, -30.3, -29.4
2024 235 19:09:00, 182.433, 11.140,182.504, 11.097,4, 18.7, 18.7, 18.4, 27.2,  0.0, 18.0, 26.7, 13.8, 18.1, -5.6, 13.9, 18.2, -5.8, 18.5, 11.7, 14.7, 11.8, 14.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.3, -88.3, -88.6, -79.8, -107.0, -117.1, -102.3, -55.9, -42.0, -128.0, -56.0, -42.1, -128.0, -100.5, -30.3, -29.4
2024 235 19:09:01, 182.466, 11.245,182.539, 11.209,4, 18.8, 18.8, 18.7, 27.4,  0.0, 18.0, 26.7, 14.2, 18.2, -5.8, 14.3, 18.3, -5.7, 18.5, 11.7, 14.7, 11.8, 14.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.2, -88.2, -88.3, -79.6, -107.0, -117.1, -102.3, -55.8, -42.0, -128.0, -55.8, -42.0, -128.0, -100.5, -30.3, -29.4
2024 235 19:09:02, 182.500, 11.338,182.571, 11.309,4, 18.9, 18.9, 19.0, 27.5,  0.0, 18.0, 26.7, 14.5, 18.2, -5.6, 14.6, 18.3, -5.5, 18.5, 12.0, 15.0, 11.8, 14.8, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.1, -88.1, -88.0, -79.5, -107.0, -117.1, -102.3, -55.4, -41.9, -128.0, -55.4, -41.9, -128.0, -100.5, -30.1, -29.4
2024 235 19:09:03, 182.539, 11.456,182.607, 11.422,4, 18.9, 18.9, 19.2, 27.5, -0.0, 18.0, 26.7, 14.5, 18.1, -5.7, 14.6, 18.1, -5.6, 18.5, 12.0, 15.0, 12.0, 15.0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.1, -88.1, -87.8, -79.5, -107.0, -117.1, -102.3, -55.2, -41.9, -128.0, -55.2, -41.9, -128.0, -100.5, -30.1, -29.2
2024 235 19:09:04, 182.567, 11.570,182.643, 11.535,4, 19.0, 19.0, 19.4, 27.6, -0.0, 18.0, 26.7, 14.4, 18.1, -5.6, 14.6, 18.1, -5.9, 18.5, 12.0, 15.0, 12.0, 15.0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.0, -88.0, -87.6, -79.4, -107.0, -117.1, -102.3, -54.9, -41.7, -128.0, -55.0, -41.8, -128.0, -100.5, -30.1, -29.2
2024 235 19:09:05, 182.613, 11.695,182.683, 11.661,4, 19.0, 19.0, 19.7, 27.8,  0.0, 19.2, 27.0, 14.4, 18.1, -5.6, 14.7, 18.1, -5.8, 18.7, 12.0, 15.0, 12.0, 15.0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -88.0, -88.0, -87.4, -79.2, -107.0, -115.8, -102.0, -54.9, -41.7, -128.0, -54.8, -41.6, -128.0, -100.3, -30.1, -29.2
2024 235 19:09:06, 182.655, 11.821,182.723, 11.787,4, 19.1, 19.1, 20.1, 28.0,  0.0, 19.2, 27.0, 15.1, 18.3, -6.3, 15.1, 18.3, -5.7, 18.7, 12.0, 15.0, 12.0, 15.0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.9, -87.9, -86.9, -79.0, -107.0, -115.8, -102.0, -54.3, -41.4, -128.0, -54.5, -41.4, -128.0, -100.3, -30.1, -29.2
2024 235 19:09:07, 182.678, 11.916,182.753, 11.879,4, 19.2, 19.2, 20.1, 28.0,  0.0, 19.2, 27.0, 15.3, 18.3, -5.8, 15.4, 18.3, -5.8, 18.7, 12.1, 15.1, 12.0, 15.0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.8, -87.8, -86.9, -79.0, -107.0, -115.8, -102.0, -54.3, -41.4, -128.0, -54.3, -41.4, -128.0, -100.3, -29.7, -29.2
2024 235 19:09:08, 182.717, 12.025,182.790, 11.995,4, 19.2, 19.2, 20.4, 28.2,  0.0, 19.2, 27.0, 15.4, 18.1, -5.7, 15.5, 18.2, -5.8, 18.7, 12.1, 15.1, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.8, -87.8, -86.7, -78.8, -107.0, -115.8, -102.0, -54.2, -41.4, -128.0, -54.1, -41.3, -128.0, -100.3, -29.7, -29.0
2024 235 19:09:09, 182.765, 12.151,182.832, 12.124,4, 19.2, 19.2, 20.7, 28.3,  0.0, 19.2, 27.0, 15.7, 18.2, -5.7, 15.8, 18.3, -5.7, 18.7, 12.1, 15.1, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.8, -87.8, -86.3, -78.7, -107.0, -115.8, -102.0, -53.9, -41.2, -128.0, -53.9, -41.2, -128.0, -100.3, -29.7, -29.0
2024 235 19:09:10, 182.794, 12.265,182.866, 12.230,4, 19.2, 19.2, 20.8, 28.4,  0.0, 20.3, 27.6, 15.5, 18.4, -6.1, 15.6, 18.4, -5.7, 19.0, 12.1, 15.1, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.8, -87.8, -86.2, -78.6, -107.0, -114.8, -101.4, -53.6, -40.9, -128.0, -53.6, -41.0, -128.0, -100.0, -29.7, -29.0
2024 235 19:09:11, 182.838, 12.393,182.909, 12.361,4, 19.2, 19.2, 20.9, 28.5,  0.0, 20.3, 27.6, 15.4, 18.6, -5.6, 15.5, 18.6, -5.9, 19.0, 12.1, 15.1, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.8, -87.8, -86.1, -78.5, -107.0, -114.8, -101.4, -53.4, -40.7, -128.0, -53.5, -40.8, -128.0, -100.0, -29.7, -29.0
2024 235 19:09:12, 182.871, 12.514,182.947, 12.480,4, 19.2, 19.2, 21.2, 28.7,  0.0, 20.3, 27.6, 15.4, 18.6, -6.0, 15.5, 18.7, -5.7, 19.0, 12.1, 15.1, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.8, -87.8, -85.8, -78.3, -107.0, -114.8, -101.4, -53.4, -40.7, -128.0, -53.5, -40.7, -128.0, -100.0, -29.7, -29.0
2024 235 19:09:13, 182.911, 12.641,182.987, 12.600,4, 19.3, 19.3, 21.3, 28.8,  0.0, 20.3, 27.6, 15.4, 18.6, -6.2, 15.5, 18.6, -6.3, 19.0, 12.2, 15.2, 12.3, 15.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.7, -87.7, -85.7, -78.2, -107.0, -114.8, -101.4, -53.1, -40.5, -128.0, -53.2, -40.5, -128.0, -100.0, -29.5, -28.9
2024 235 19:09:14, 182.952, 12.754,183.026, 12.721,4, 19.4, 19.4, 21.5, 28.9,  0.0, 20.3, 27.6, 15.7, 18.6, -5.8, 15.8, 18.6, -6.1, 19.0, 12.2, 15.2, 12.3, 15.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.6, -87.6, -85.5, -78.1, -107.0, -114.8, -101.4, -53.0, -40.5, -128.0, -53.0, -40.4, -128.0, -100.0, -29.5, -28.9
2024 235 19:09:15, 182.985, 12.873,183.066, 12.843,4, 19.3, 19.3, 21.6, 29.1,  0.0, 20.3, 27.6, 15.8, 18.6, -5.6, 15.9, 18.6, -5.7, 19.0, 12.2, 15.2, 12.3, 15.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.7, -87.7, -85.4, -77.9, -107.0, -114.8, -101.4, -52.7, -40.4, -128.0, -52.9, -40.4, -128.0, -100.0, -29.5, -28.9
2024 235 19:09:16, 183.033, 12.994,183.106, 12.966,4, 19.5, 19.5, 21.7, 29.2,  0.0, 20.9, 28.2, 16.1, 18.6, -5.8, 16.1, 18.7, -6.3, 19.1, 12.2, 15.2, 12.3, 15.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.5, -87.5, -85.3, -77.8, -107.0, -114.1, -100.8, -52.7, -40.1, -128.0, -52.7, -40.1, -128.0, -99.9, -29.5, -28.9
2024 235 19:09:17, 183.073, 13.120,183.147, 13.089,4, 19.5, 19.5, 21.7, 29.3,  0.0, 20.9, 28.2, 16.1, 18.7, -5.9, 16.1, 18.8, -5.6, 19.1, 12.2, 15.2, 12.3, 15.3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.5, -87.5, -85.3, -77.7, -107.0, -114.1, -100.8, -52.6, -40.0, -128.0, -52.7, -40.1, -128.0, -99.9, -29.5, -28.9
2024 235 19:09:18, 183.113, 13.232,183.184, 13.201,4, 19.6, 19.6, 21.8, 29.4,  0.0, 20.9, 28.2, 15.9, 18.7, -5.9, 16.0, 18.8, -5.8, 19.1, 12.3, 15.3, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.4, -87.4, -85.2, -77.7, -107.0, -114.1, -100.8, -52.6, -39.9, -128.0, -52.7, -39.9, -128.0, -99.9, -29.3, -28.7
2024 235 19:09:19, 183.161, 13.368,183.229, 13.339,4, 19.7, 19.7, 21.8, 29.6,  0.0, 20.9, 28.2, 15.9, 18.7, -5.6, 16.0, 18.8, -5.7, 19.1, 12.3, 15.3, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.4, -87.4, -85.2, -77.4, -107.0, -114.1, -100.8, -52.5, -39.8, -128.0, -52.5, -39.8, -128.0, -99.9, -29.3, -28.7
2024 235 19:09:20, 183.196, 13.499,183.271, 13.465,4, 19.7, 19.7, 21.8, 29.6,  0.0, 20.9, 28.2, 15.9, 18.7, -5.8, 16.0, 18.7, -5.7, 19.1, 12.3, 15.3, 12.2, 15.2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -87.3, -87.3, -85.2, -77.4, -107.0, -114.1, -100.8, -52.6, -39.7, -128.0, -52.6, -39.8, -128.0, -99.9, -29.3, -28.7
